epoch,seed,method,train_loss,val_loss
57,2024,unet_seg,0.20874102533621303,0.2675776255130768
58,2024,unet_seg,0.20399617845729245,0.2633553433418274
59,2024,unet_seg,0.20457752560407427,0.24237649500370026
60,2024,unet_seg,0.20292424764168465,0.26046746134758
61,2024,unet_seg,0.19961706511044908,0.246999731361866
62,2024,unet_seg,0.1994370476863647,0.2433100512623787
63,2024,unet_seg,0.19479357249150842,0.26458845496177674
64,2024,unet_seg,0.20074533712182005,0.24121128052473068
65,2024,unet_seg,0.19247004945399399,0.23642580658197404
66,2024,unet_seg,0.19210650588748818,0.23121944308280945
67,2024,unet_seg,0.18885890072432615,0.23943456321954726
68,2024,unet_seg,0.18889921379543967,0.24253473490476607
69,2024,unet_seg,0.19240163096179397,0.2474976909160614
70,2024,unet_seg,0.1937659442172212,0.2394046464562416
71,2024,unet_seg,0.18709037320341093,0.24245690315961838
72,2024,unet_seg,0.18627236559355664,0.2361694395542145
73,2024,unet_seg,0.1856979518118551,0.24163015574216842
74,2024,unet_seg,0.184996686118134,0.24605975419282913
75,2024,unet_seg,0.1825937932451903,0.24445748537778855
76,2024,unet_seg,0.1793033928941872,0.2952316451072693
77,2024,unet_seg,0.18496787181850208,0.23271601498126984
78,2024,unet_seg,0.17800737481753706,0.23686426013708115
79,2024,unet_seg,0.17382302870816094,0.2597039347887039
80,2024,unet_seg,0.17494755421402092,0.23845795035362244
81,2024,unet_seg,0.18699415466921815,0.29531883746385573
82,2024,unet_seg,0.19237603689149274,0.24259382963180542
83,2024,unet_seg,0.17415883480492284,0.2493382525444031
84,2024,unet_seg,0.17026432802490257,0.24152845948934554
85,2024,unet_seg,0.169937985175747,0.25080899357795716
86,2024,unet_seg,0.16561884357262466,0.24373303294181825
87,2024,unet_seg,0.16283149414269601,0.27057860493659974
88,2024,unet_seg,0.16343590680320383,0.24772898942232133
89,2024,unet_seg,0.15954455572290946,0.2421327894926071
90,2024,unet_seg,0.16011428151090265,0.24286143481731415
91,2024,unet_seg,0.15718792934538955,0.24391162514686585
92,2024,unet_seg,0.15648200621796868,0.24490737676620483
93,2024,unet_seg,0.15759490010470656,0.23924671202898026
94,2024,unet_seg,0.15800386092672913,0.2461583524942398
95,2024,unet_seg,0.1570908157312769,0.25358514189720155
96,2024,unet_seg,0.14897654306585506,0.2371900600194931
97,2024,unet_seg,0.148935507825118,0.25378261983394623
98,2024,unet_seg,0.14735579383322747,0.2446476200222969
99,2024,unet_seg,0.144000518940768,0.2511721506714821
100,2024,unet_seg,0.1504990495425665,0.2458283296227455
